frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
50,True,True,-1.000000,1.000000,105.329994,-47.520000,18.639999,427.339996,-313.130005,8.440000,0.000812,0.002851,-0.279713,0.960079,0.000100,0.000000,-2.141900
51,True,True,-1.000000,1.000000,108.889999,-50.129997,18.639999,428.970001,-324.609985,8.440000,0.000839,0.002846,-0.288269,0.957545,0.000100,0.000000,-2.155600
52,True,True,-1.000000,1.000000,112.459999,-52.840000,18.639999,430.190002,-336.239990,8.440000,0.000866,0.002840,-0.296858,0.954917,0.000000,0.000000,-2.169300
53,True,True,-1.000000,1.000000,116.040001,-55.639999,18.639999,431.009979,-348.009979,8.440000,0.000893,0.002835,-0.305479,0.952194,0.000000,0.000000,-2.182800
54,True,True,-1.000000,1.000000,119.629997,-58.539997,18.639999,431.419983,-359.910004,8.440000,0.000920,0.002824,-0.314127,0.949376,0.000000,0.000000,-2.196200
55,True,True,-1.000000,1.000000,123.229996,-61.539997,18.639999,431.419983,-371.919983,8.440000,0.000947,0.002813,-0.322802,0.946462,0.000000,0.000000,-2.209300
56,True,True,-1.000000,1.000000,126.829994,-64.639999,18.639999,431.009979,-384.029999,8.440000,0.000974,0.002803,-0.331498,0.943451,0.000000,0.000000,-2.222200
57,True,True,-1.000000,1.000000,130.419998,-67.839996,18.639999,430.179993,-396.229980,8.440000,0.001001,0.002792,-0.340221,0.940341,0.000000,0.000000,-2.234800
58,True,True,-1.000000,1.000000,134.000000,-71.139999,18.639999,428.929993,-408.509979,8.440000,0.001028,0.002781,-0.348961,0.937132,0.000000,0.000000,-2.247100
59,True,True,-1.000000,1.000000,137.569992,-74.540001,18.639999,427.259979,-420.859985,8.440000,0.001055,0.002770,-0.357722,0.933823,0.000000,0.000000,-2.259000
60,True,True,-1.000000,1.000000,141.129990,-78.049995,18.639999,425.169983,-433.259979,8.440000,0.001082,0.002759,-0.366494,0.930416,0.000000,0.000000,-2.270600
61,True,True,-1.000000,1.000000,144.669998,-81.659996,18.639999,422.660004,-445.699982,8.440000,0.001109,0.002749,-0.375282,0.926906,0.000000,0.000000,-2.281800
62,True,True,-1.000000,1.000000,148.190002,-85.369995,18.639999,419.729980,-458.169983,8.440000,0.001136,0.002738,-0.384076,0.923297,0.000000,0.000000,-2.292700
63,True,True,-1.000000,1.000000,151.690002,-89.189995,18.639999,416.369995,-470.660004,8.440000,0.001163,0.002727,-0.392880,0.919585,0.000000,0.000000,-2.303200
64,True,True,-1.000000,1.000000,155.160004,-93.110001,18.639999,412.589996,-483.149994,8.440000,0.001190,0.002716,-0.401685,0.915773,0.000000,0.000000,-2.313300
65,True,True,-1.000000,1.000000,158.599991,-97.139999,18.639999,408.389984,-495.629974,8.440000,0.001217,0.002705,-0.410494,0.911858,0.000000,0.000000,-2.323000
66,True,True,-1.000000,1.000000,162.000000,-101.269997,18.639999,403.759979,-508.099976,8.440000,0.001244,0.002695,-0.419299,0.907843,0.000000,0.000000,-2.332400
67,True,True,-1.000000,1.000000,165.360001,-105.500000,18.639999,398.709991,-520.529968,8.440000,0.001270,0.002684,-0.428103,0.903725,0.000000,0.000000,-2.341400
68,True,True,-1.000000,1.000000,168.679993,-109.839996,18.639999,393.229980,-532.919983,8.440000,0.001297,0.002673,-0.436897,0.899507,0.000000,0.000000,-2.350000
69,True,True,-1.000000,1.000000,171.959991,-114.279999,18.639999,387.329987,-545.250000,8.440000,0.001324,0.002662,-0.445685,0.895185,0.000000,0.000000,-2.358300
70,True,True,-1.000000,1.000000,175.190002,-118.820000,18.639999,381.009979,-557.510010,8.440000,0.001351,0.002652,-0.454457,0.890764,0.000000,0.000000,-2.366200
71,True,True,-1.000000,1.000000,178.369995,-123.469994,18.639999,374.269989,-569.690002,8.440000,0.001378,0.002641,-0.463218,0.886239,0.000000,0.000000,-2.373800
72,True,True,-1.000000,1.000000,181.489990,-128.220001,18.639999,367.119995,-581.769958,8.440000,0.001405,0.002625,-0.471963,0.881613,0.000000,0.000000,-2.381000
73,True,True,-1.000000,1.000000,184.550003,-133.069992,18.639999,359.549988,-593.750000,8.440000,0.001432,0.002608,-0.480686,0.876887,0.000000,0.000000,-2.387900
74,True,True,-1.000000,1.000000,187.550003,-138.020004,18.639999,351.570007,-605.609985,8.440000,0.001459,0.002592,-0.489388,0.872061,0.000000,0.000000,-2.394400
75,True,True,-1.000000,1.000000,190.479996,-143.069992,18.639999,343.179993,-617.329956,8.440000,0.001486,0.002576,-0.498063,0.867136,0.000000,0.000000,-2.400600
76,True,True,-1.000000,1.000000,193.339996,-148.209991,18.639999,334.389984,-628.909973,8.440000,0.001513,0.002560,-0.506711,0.862111,0.000000,0.000000,-2.406500
77,True,True,-1.000000,1.000000,196.129990,-153.449997,18.639999,325.209991,-640.329956,8.440000,0.001540,0.002544,-0.515332,0.856986,0.000000,0.000000,-2.412100
78,True,True,-1.000000,1.000000,198.839996,-158.789993,18.639999,315.630005,-651.589966,8.440000,0.001567,0.002527,-0.523920,0.851762,0.000000,0.000000,-2.417400
79,True,True,-1.000000,1.000000,201.470001,-164.220001,18.639999,305.660004,-662.669983,8.440000,0.001594,0.002511,-0.532471,0.846443,0.000000,0.000000,-2.422400
80,True,True,-1.000000,1.000000,204.019989,-169.739990,18.639999,295.309998,-673.549988,8.440000,0.001621,0.002495,-0.540990,0.841024,0.000000,0.000000,-2.427100
81,True,True,-1.000000,1.000000,206.479996,-175.349991,18.639999,284.579987,-684.229980,8.440000,0.001648,0.002479,-0.549465,0.835512,0.000000,0.000000,-2.431500
82,True,True,-1.000000,1.000000,208.849991,-181.050003,18.639999,273.489990,-694.700012,8.440000,0.001675,0.002463,-0.557902,0.829901,-0.000100,0.000000,-2.435700
83,True,True,-1.000000,1.000000,211.129990,-186.839996,18.639999,262.029999,-704.940002,8.440000,0.001702,0.002447,-0.566297,0.824196,-0.000100,0.000000,-2.439600
84,True,True,-1.000000,1.000000,213.309998,-192.709991,18.639999,250.209991,-714.950012,8.440000,0.001729,0.002430,-0.574642,0.818399,-0.000100,0.000000,-2.443200
85,True,True,-1.000000,1.000000,215.399994,-198.669998,18.639999,238.039993,-724.709961,8.440000,0.001756,0.002414,-0.582945,0.812506,-0.000200,0.000000,-2.446600
86,True,True,-1.000000,1.000000,217.379990,-204.709991,18.639999,225.529999,-734.209961,8.440000,0.001778,0.002398,-0.591199,0.806520,-0.000200,0.000000,-2.449700
87,True,True,-1.000000,1.000000,219.259995,-210.830002,18.639999,212.690002,-743.450012,8.440000,0.001799,0.002382,-0.599399,0.800445,-0.000200,0.000000,-2.452600
88,True,True,-1.000000,1.000000,221.029999,-217.029999,18.639999,199.519989,-752.409973,8.440000,0.001821,0.002360,-0.607545,0.794279,-0.000200,0.000000,-2.455300
89,True,True,-1.000000,1.000000,222.690002,-223.299988,18.639999,186.029999,-761.079956,8.440000,0.001842,0.002339,-0.615638,0.788024,-0.000200,0.000000,-2.457800
90,True,True,-1.000000,1.000000,224.239990,-229.639999,18.639999,172.229996,-769.459961,8.440000,0.001864,0.002317,-0.623676,0.781677,-0.000100,0.000000,-2.460000
