frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
59,False,False,False,False,0.000000,1.000000,0.600000,4.730000,178.509995,1.030000,12.990000,206.179993,0.825513,-0.001718,-0.002312,-0.564376,-5.499900,0.000000,0.031700
60,False,False,False,False,0.000000,1.000000,0.610000,4.840000,180.179993,1.030000,12.990000,200.759995,0.838457,-0.001659,-0.002349,-0.544960,-5.499900,0.000000,0.031700
61,False,False,False,False,0.000000,1.000000,0.620000,4.950000,181.809998,1.030000,12.990000,195.339996,0.850945,-0.001600,-0.002382,-0.525247,-5.499900,0.000000,0.031700
62,False,False,False,False,0.000000,1.000000,0.630000,5.060000,183.389999,1.030000,12.990000,189.919998,0.862969,-0.001540,-0.002414,-0.505249,-5.499900,0.000000,0.031600
63,False,False,False,False,0.000000,1.000000,0.640000,5.170000,184.929993,1.030000,12.990000,184.500000,0.874523,-0.001481,-0.002447,-0.484975,-5.499900,0.000000,0.031500
64,False,False,False,False,0.000000,1.000000,0.650000,5.280000,186.419998,1.030000,12.990000,179.080002,0.885599,-0.001422,-0.002479,-0.464442,-5.499900,0.000000,0.031500
65,False,False,False,False,0.000000,1.000000,0.660000,5.390000,187.869995,1.030000,12.990000,173.660004,0.896192,-0.001362,-0.002506,-0.443656,-5.499900,0.000000,0.031500
66,False,False,False,False,0.000000,1.000000,0.670000,5.500000,189.269989,1.030000,12.990000,168.239990,0.906299,-0.001303,-0.002533,-0.422627,-5.499900,0.000000,0.031400
67,False,False,False,False,0.000000,1.000000,0.680000,5.610000,190.629990,1.030000,12.990000,162.819992,0.915913,-0.001244,-0.002560,-0.401366,-5.499900,0.000000,0.031400
68,False,False,False,False,0.000000,1.000000,0.690000,5.720000,191.940002,1.030000,12.990000,157.399994,0.925027,-0.001179,-0.002581,-0.379889,-5.499900,0.000000,0.031400
69,False,False,False,False,0.000000,1.000000,0.700000,5.830000,193.209991,1.030000,12.990000,151.979996,0.933640,-0.001114,-0.002603,-0.358202,-5.499900,0.000000,0.031300
70,False,False,False,False,0.000000,1.000000,0.710000,5.940000,194.429993,1.030000,12.990000,146.559998,0.941743,-0.001049,-0.002625,-0.336321,-5.499900,0.000000,0.031200
71,True,True,False,False,0.000000,0.000000,0.710000,7.590000,193.729996,-0.200000,197.739990,-84.529999,0.948913,-0.000990,-0.002641,-0.315524,-5.280100,0.000000,0.029900
72,False,False,True,True,1.000000,0.000000,0.780000,9.240000,192.979996,8.059999,197.729996,-89.989998,0.955365,-0.001233,-0.002754,-0.295412,-5.069500,0.045400,-0.032000
73,False,False,True,True,1.000000,0.000000,0.920000,10.889999,192.179993,16.869999,197.720001,-95.449997,0.961157,-0.001778,-0.002959,-0.275980,-4.867300,0.088100,-0.095800
74,False,False,True,True,1.000000,0.000000,1.130000,12.540000,191.339996,25.680000,197.699997,-100.919998,0.966345,-0.002630,-0.003250,-0.257217,-4.673200,0.128000,-0.161400
75,False,False,True,True,1.000000,0.000000,1.420000,14.190000,190.449997,34.489998,197.659988,-106.399994,0.970979,-0.003790,-0.003623,-0.239106,-4.486900,0.165100,-0.228600
76,False,False,True,True,1.000000,0.000000,1.780000,15.839999,189.519989,43.299999,197.610001,-111.889999,0.975106,-0.005257,-0.004065,-0.221638,-4.308100,0.199300,-0.297300
77,False,False,True,True,1.000000,0.000000,2.210000,17.490000,188.539993,52.110001,197.529999,-117.389999,0.978768,-0.007032,-0.004572,-0.204801,-4.136500,0.230600,-0.367400
78,False,False,True,True,1.000000,0.000000,2.720000,19.139999,187.519989,60.919998,197.419998,-122.909996,0.982002,-0.009120,-0.005139,-0.188579,-3.971800,0.259000,-0.438800
79,False,False,True,True,1.000000,0.000000,3.300000,20.779999,186.449997,69.729996,197.269989,-128.440002,0.984846,-0.011515,-0.005754,-0.172950,-3.813700,0.284600,-0.511400
80,False,False,True,True,1.000000,0.000000,3.950000,22.420000,185.330002,78.540001,197.080002,-133.989990,0.987331,-0.014223,-0.006417,-0.157904,-3.662000,0.307300,-0.585000
81,False,False,True,True,1.000000,0.000000,4.680000,24.059999,184.169998,87.349998,196.849991,-139.550003,0.989486,-0.017245,-0.007118,-0.143419,-3.516500,0.327100,-0.659600
82,False,False,True,True,1.000000,0.000000,5.480000,25.699999,182.959991,96.159996,196.559998,-145.129990,0.991338,-0.020579,-0.007852,-0.129478,-3.376900,0.344100,-0.735000
83,False,False,True,True,1.000000,0.000000,6.350000,27.340000,181.699997,104.970001,196.209991,-150.729996,0.992908,-0.024225,-0.008618,-0.116067,-3.243100,0.358400,-0.811100
84,False,False,True,True,1.000000,0.000000,7.300000,28.969999,180.399994,113.769997,195.800003,-156.339996,0.994221,-0.028185,-0.009406,-0.103162,-3.114800,0.369900,-0.887800
85,False,False,True,True,1.000000,0.000000,8.320000,30.599998,179.050003,122.570000,195.319992,-161.970001,0.995292,-0.032463,-0.010210,-0.090754,-2.991800,0.378800,-0.965100
86,False,False,True,True,1.000000,0.000000,9.410000,32.219997,177.649994,131.360001,194.759995,-167.610001,0.996139,-0.037054,-0.011024,-0.078821,-2.873900,0.385100,-1.042800
87,False,False,True,True,1.000000,0.000000,10.580000,33.840000,176.209991,140.149994,194.119995,-173.269989,0.996777,-0.041958,-0.011844,-0.067346,-2.761000,0.388800,-1.120900
88,False,False,True,True,1.000000,0.000000,11.820000,35.450001,174.720001,148.929993,193.389999,-178.940002,0.997218,-0.047175,-0.012664,-0.056314,-2.652900,0.390000,-1.199300
89,False,False,True,True,1.000000,0.000000,13.130000,37.049999,173.179993,157.699997,192.569992,-184.619995,0.997472,-0.052705,-0.013479,-0.045708,-2.549400,0.388800,-1.277900
90,False,False,True,True,1.000000,0.000000,14.520000,38.649998,171.589996,166.459991,191.649994,-190.309998,0.997550,-0.058553,-0.014283,-0.035511,-2.450400,0.385300,-1.356600
91,False,False,True,True,1.000000,0.000000,15.980000,40.239998,169.959991,175.209991,190.619995,-196.009995,0.997459,-0.064714,-0.015070,-0.025709,-2.355700,0.379500,-1.435400
92,False,False,True,True,1.000000,0.000000,17.510000,41.820000,168.279999,183.949997,189.479996,-201.720001,0.997204,-0.071187,-0.015842,-0.016290,-2.265200,0.371500,-1.514200
93,False,False,True,True,1.000000,0.000000,19.119999,43.389999,166.550003,192.669998,188.229996,-207.429993,0.996792,-0.077969,-0.016586,-0.007232,-2.178700,0.361400,-1.593000
94,False,False,True,True,1.000000,0.000000,20.799999,44.950001,164.769989,201.369995,186.860001,-213.139999,0.996224,-0.085063,-0.017304,0.001470,-2.096200,0.349300,-1.671700
95,False,False,True,True,1.000000,0.000000,22.549999,46.489998,162.949997,210.049988,185.360001,-218.849991,0.995505,-0.092464,-0.017989,0.009837,-2.017500,0.335300,-1.750300
96,False,False,True,True,1.000000,0.000000,24.369999,48.020000,161.080002,218.709991,183.729996,-224.559998,0.994634,-0.100179,-0.018642,0.017881,-1.942500,0.319400,-1.828800
97,False,False,True,True,1.000000,0.000000,26.260000,49.539997,159.160004,227.339996,181.959991,-230.269989,0.993613,-0.108201,-0.019251,0.025612,-1.871000,0.301700,-1.907100
