frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
47,False,False,False,False,0.000000,1.000000,0.480000,3.410000,154.910004,1.040000,12.990000,271.209991,-0.637384,0.002479,0.001929,0.770540,-5.499800,0.000000,0.034000
48,False,False,False,False,0.000000,1.000000,0.490000,3.520000,157.119995,1.040000,12.990000,265.790009,-0.655187,0.002430,0.001983,0.755460,-5.499800,0.000000,0.034000
49,False,False,False,False,0.000000,1.000000,0.500000,3.630000,159.289993,1.040000,12.990000,260.369995,-0.672634,0.002382,0.002037,0.739969,-5.499800,0.000000,0.034000
50,False,False,False,False,0.000000,1.000000,0.510000,3.740000,161.410004,1.040000,12.990000,254.949997,-0.689714,0.002333,0.002085,0.724075,-5.499800,0.000000,0.034000
51,False,False,False,False,0.000000,1.000000,0.520000,3.850000,163.489990,1.040000,12.990000,249.529999,-0.706422,0.002279,0.002134,0.707784,-5.499800,0.000000,0.034000
52,False,False,False,False,0.000000,1.000000,0.530000,3.960000,165.519989,1.040000,12.990000,244.110001,0.722742,-0.002225,-0.002182,-0.691111,-5.499800,0.000000,0.034000
53,False,False,False,False,0.000000,1.000000,0.540000,4.070000,167.509995,1.040000,12.990000,238.689987,0.738667,-0.002171,-0.002231,-0.674064,-5.499800,0.000000,0.034000
54,False,False,False,False,0.000000,1.000000,0.550000,4.180000,169.449997,1.040000,12.990000,233.269989,0.754190,-0.002117,-0.002279,-0.656649,-5.499800,0.000000,0.034000
55,False,False,False,False,0.000000,1.000000,0.560000,4.290000,171.349991,1.040000,12.990000,227.849991,0.769306,-0.002064,-0.002322,-0.638873,-5.499800,0.000000,0.034000
56,False,False,False,False,0.000000,1.000000,0.570000,4.400000,173.199997,1.040000,12.990000,222.429993,0.784001,-0.002004,-0.002366,-0.620752,-5.499800,0.000000,0.034000
57,False,False,False,False,0.000000,1.000000,0.580000,4.510000,175.009995,1.040000,12.990000,217.009995,0.798271,-0.001945,-0.002409,-0.602291,-5.499800,0.000000,0.034000
58,False,False,False,False,0.000000,1.000000,0.590000,4.620000,176.769989,1.040000,12.990000,211.589996,0.812107,-0.001885,-0.002452,-0.583501,-5.499800,0.000000,0.034000
59,False,False,False,False,0.000000,1.000000,0.600000,4.730000,178.489990,1.040000,12.990000,206.169998,0.825497,-0.001826,-0.002490,-0.564398,-5.499800,0.000000,0.034000
60,False,False,False,False,0.000000,1.000000,0.610000,4.840000,180.159988,1.040000,12.990000,200.750000,0.838439,-0.001767,-0.002527,-0.544987,-5.499800,0.000000,0.034000
61,False,False,False,False,0.000000,1.000000,0.620000,4.950000,181.789993,1.040000,12.990000,195.330002,0.850924,-0.001702,-0.002565,-0.525280,-5.499800,0.000000,0.033900
62,False,False,False,False,0.000000,1.000000,0.630000,5.060000,183.369995,1.040000,12.990000,189.909988,0.862946,-0.001637,-0.002603,-0.505287,-5.499800,0.000000,0.033900
